training_step,training_loss,training_accuracy,training_runtime_forward_ms,training_runtime_backward_ms,validation_loss,validation_accuracy,validation_runtime_forward_ms
125,1.3340407609939575,68.65079498291016,2103.014034366915,3784.2432300131472,,,
251,1.3094547986984253,68.05555725097656,2097.9334008806045,3784.019294786193,,,
377,1.2159349918365479,71.23016357421875,2097.973815180243,3783.91728811853,,,
503,1.1827514171600342,74.40476989746094,2097.8809063958506,3783.9275346773247,,,
629,1.1473170518875122,74.00794219970703,2097.999403356678,3783.5610547797783,,,
755,1.1369024515151978,74.00794219970703,2098.048819775974,3784.0549375802752,,,
881,1.0982797145843506,76.3888931274414,2098.053182800493,3783.9593902112,,,
1007,1.2191965579986572,74.60317993164062,2098.0272736873417,3783.740305533958,,,
1133,1.1856416463851929,71.82540130615234,2097.987000653077,3783.8321197777987,,,
1259,1.1236697435379028,76.19048309326172,2098.0659497990496,3783.82899238181,,,
1385,1.2150061130523682,71.62699127197266,2097.9524746625907,3783.333675566292,,,
1511,1.0372340679168701,78.76984405517578,2097.9157711807934,3783.979982167246,,,
1637,1.025187611579895,77.77777862548828,2098.120419012885,3783.9552209609083,,,
1763,1.0258946418762207,78.5714340209961,2098.0231654312875,3783.6927393273936,,,
1889,1.1143741607666016,74.60317993164062,2097.964253808771,3783.6732822396452,,,
2015,1.1569491624832153,75.3968276977539,2098.0770475718946,3783.7152088888815,,,
2141,1.0362224578857422,78.5714340209961,2098.133956229994,3783.314332942523,,,
2267,1.0097254514694214,79.5634994506836,2097.9542822266617,3783.808334553171,,,
2393,1.0679281949996948,75.3968276977539,2098.1305363691517,3783.8094468627655,,,
2519,1.04603111743927,77.3809585571289,2098.1074389188534,3783.627903532414,,,
2645,1.0692803859710693,76.5873031616211,2098.0291859438967,3783.622486679445,,,
2771,0.9749577045440674,78.5714340209961,2098.125852289654,3783.5655845701694,,,
2897,1.0636684894561768,75.59524536132812,2098.0148185340186,3783.288576048873,,,
3023,1.0444568395614624,75.59524536132812,2098.1643150102286,3783.851128884606,,,
3149,1.0429834127426147,75.9920654296875,2098.019158571131,3783.942454095398,,,
3275,1.0306174755096436,75.9920654296875,2098.004639606982,3783.730808216783,,,
3401,1.02312433719635,80.15873718261719,2098.2083843074856,3783.7657651730947,,,
3527,0.9707010388374329,79.5634994506836,2098.0253258187854,3783.685222475065,,,
3653,1.0005624294281006,76.3888931274414,2098.2270223931187,3783.3722343165723,,,
3779,0.9943970441818237,78.3730239868164,2098.017217842714,3783.9465434441254,,,
3905,1.0661377906799316,76.3888931274414,2098.2584731268976,3783.9468863630104,,,
4031,1.0237531661987305,76.5873031616211,2098.206634500197,3783.7935826105495,,,
4157,0.9335434436798096,78.5714340209961,2098.2422410318304,3783.790872240114,,,
4283,0.993272602558136,77.18254089355469,2098.1407519134264,3783.700247590859,,,
4409,0.9735632538795471,78.5714340209961,2098.061486916055,3783.364101386969,,,
4535,0.9379357695579529,79.96031951904297,2098.2147334734836,3783.9088053072965,,,
4661,1.0619604587554932,76.984130859375,2098.2795754624976,3783.8752930540413,,,
4787,0.958938479423523,79.96031951904297,2098.033006110835,3783.7617348820445,,,
4913,0.9675784111022949,78.76984405517578,2098.269440307622,3783.7079103356077,,,
5039,0.9404383301734924,78.5714340209961,2098.2352801495126,3783.6578337860014,,,
5165,0.920965850353241,78.96826171875,2098.274088494243,3783.314007674418,,,
5291,0.8870673775672913,80.55555725097656,2098.054403513079,3783.8879983783477,,,
5417,0.9726318717002869,77.3809585571289,2098.3052514197807,3783.9113092049956,,,
5543,1.0567936897277832,73.01587677001953,2098.297173319946,3783.7105369461433,,,
5669,1.0124434232711792,74.80158996582031,2098.3249824346294,3783.749273830345,,,
5795,0.8626694083213806,81.54762268066406,2098.313121006839,3783.7688305991746,,,
5921,0.9795392751693726,76.984130859375,2098.3071096744093,3783.4010535318935,,,
6047,0.9339814186096191,78.17460632324219,2098.2931210615097,3783.9540438578715,,,
6173,1.0071803331375122,75.9920654296875,2098.29033599309,3783.952457002468,,,
6299,0.9683356285095215,75.59524536132812,2098.2978562159196,3783.698047703457,,,
6425,0.9106642007827759,80.75397491455078,2098.301872285822,3783.7158435334763,,,
6551,1.0097377300262451,77.5793685913086,2097.132461322915,3781.7727959611348,,,
6677,0.977211058139801,77.5793685913086,2098.3171182433293,3783.3124492613097,,,
6803,0.9612852931022644,76.3888931274414,2098.2965290960337,3783.8939079009588,,,
6929,0.906057596206665,78.76984405517578,2098.28299634336,3783.880798042648,,,
7055,0.854935348033905,80.15873718261719,2098.2892674408736,3783.703475495771,,,
7181,0.9710368514060974,77.9761962890625,2099.498299719204,3785.672648942896,,,
7307,0.9064015746116638,79.16667175292969,2098.3257733788046,3783.686004283409,,,
7433,0.9581290483474731,77.5793685913086,2098.1239199579236,3783.403703972461,,,
7559,0.9178037047386169,79.36508178710938,2098.354642737716,3784.0378211574657,,,
7685,0.9957917928695679,79.76190948486328,2098.3645686111045,3783.989863854552,,,
7811,0.9274609088897705,79.76190948486328,2098.3902709262948,3783.804325623408,,,
7937,0.909490168094635,78.3730239868164,2098.3795894398577,3783.799504654275,,,
8063,0.9968317151069641,75.00000762939453,2098.391210837733,3783.703146753685,,,
8189,0.9035549759864807,79.76190948486328,2098.428512834722,3783.4204153142987,,,
8315,0.9034742712974548,80.75397491455078,2098.373913531384,3784.024046955719,,,
8441,0.9005942940711975,77.9761962890625,2098.4626856765576,3784.044023869293,,,
8567,0.8901462554931641,80.95238494873047,2098.393783623737,3783.8057148314656,,,
8693,0.9685534238815308,79.16667175292969,2098.431675103567,3783.8209202394837,,,
8819,0.9049273729324341,78.3730239868164,2098.410423638092,3783.8254565934812,,,
8945,0.8644117712974548,79.5634994506836,2098.466479278628,3783.4627851252517,,,
