training_step,training_loss,training_accuracy,training_runtime_forward_ms,training_runtime_backward_ms,validation_loss,validation_accuracy,validation_runtime_forward_ms
19,2.2723352909088135,14.53125,372.3388417623937,10.82544270902872,,,
39,2.2218289375305176,23.828125,310.16124971210957,11.06842989102006,,,
59,2.170867681503296,31.484375,310.1615682244301,10.156122967600822,,,
79,2.1311540603637695,38.828125,310.0853445008397,10.296823736280203,,,
99,2.073678493499756,47.65625,309.9269929341972,9.272545948624611,,,
119,2.026573657989502,52.5,309.8635008558631,9.123335592448711,,,
139,1.9936437606811523,54.296875,309.83444759622216,9.656261280179024,,,
159,1.9433519840240479,58.28125,309.981909673661,9.014686197042465,,,
179,1.8959439992904663,62.5,310.0002374500036,9.20761851593852,,,
199,1.867782473564148,62.109375,309.83565179631114,8.739515393972397,,,
219,1.8344484567642212,63.046875,309.8839526064694,8.75819269567728,,,
239,1.7831629514694214,66.09375,309.9098111502826,9.288022667169571,,,
259,1.7629846334457397,66.015625,309.8742922767997,9.04141217470169,,,
279,1.7174978256225586,69.296875,309.7500592470169,9.166004415601492,,,
299,1.689955711364746,66.640625,309.51197650283575,8.885729033499956,,,
319,1.6739567518234253,66.40625,309.5419312827289,9.471990447491407,,,
339,1.6313024759292603,68.984375,309.50787337496877,10.052993148565292,,,
359,1.607802391052246,69.375,309.5741585828364,9.500138275325298,,,
379,1.569410800933838,69.453125,309.53907035291195,9.542107302695513,,,
399,1.5704262256622314,70.0,309.5743967220187,9.747585002332926,,,
419,1.50394868850708,72.03125,309.6186187118292,11.843236908316612,,,
439,1.5063568353652954,71.015625,309.60347475484014,11.60715976729989,,,
459,1.4835611581802368,69.453125,309.61098512634635,12.065639160573483,,,
479,1.4501817226409912,72.34375,309.8767416551709,11.372764129191637,,,
499,1.4348527193069458,71.484375,309.9114241078496,11.47281313315034,,,
519,1.3961719274520874,73.359375,309.89971067756414,11.831103079020977,,,
539,1.406148910522461,69.921875,309.8812920972705,11.02092768996954,,,
559,1.3341429233551025,73.75,309.9233220331371,11.574444733560085,,,
579,1.3583780527114868,71.5625,309.96754337102175,10.352831520140171,,,
599,1.3452106714248657,70.546875,309.9775243550539,11.291637271642685,,,
619,1.3293461799621582,70.9375,309.9664693698287,11.12454580143094,,,
639,1.3358244895935059,70.625,309.9215192720294,11.007289495319128,,,
659,1.283466100692749,70.78125,309.9702480249107,10.977638512849808,,,
679,1.2581734657287598,74.6875,309.9598802626133,11.07692988589406,,,
699,1.2753050327301025,72.578125,309.96997002512217,10.921214986592531,,,
719,1.2341482639312744,71.328125,309.94825568050146,10.985929891467094,,,
739,1.2554622888565063,73.359375,309.89763690158725,11.1298899166286,,,
