training_step,training_loss,training_accuracy,training_runtime_forward_ms,training_runtime_backward_ms,validation_loss,validation_accuracy,validation_runtime_forward_ms
19,0.10594954341650009,96.71875,725.6024431437254,1379.636457003653,,,
39,0.07476096600294113,97.890625,720.6348195672035,1379.2230425402522,,,
59,0.0661424994468689,97.96875,721.3671546429396,1380.0840435549617,,,
79,0.056747984141111374,98.75,721.3411003351212,1379.278134740889,,,
99,0.044578831642866135,98.4375,720.914401113987,1380.8082703500986,,,
119,0.0516258142888546,98.359375,720.7660110667348,1380.6987134739757,,,
139,0.053063299506902695,98.359375,721.6801781207323,1384.9836530163884,,,
159,0.04612486809492111,98.4375,720.7655595615506,1379.2073989287019,,,
179,0.028986303135752678,99.375,720.7656238228083,1379.602998495102,,,
199,0.035154249519109726,98.90625,720.8871075883508,1379.7060502693057,,,
219,0.03818996623158455,98.90625,720.8487102761865,1379.3566523119807,,,
239,0.04206014797091484,98.828125,721.1957592517138,1379.9909360706806,,,
259,0.0444398932158947,98.984375,721.1748791858554,1380.7123387232423,,,
279,0.030464697629213333,99.296875,720.8589592948556,1379.2717199772596,,,
299,0.03267224505543709,99.0625,720.9123563021421,1379.5475352555513,,,
319,0.02820943295955658,99.140625,720.9357062354684,1380.321642011404,,,
339,0.025220125913619995,99.296875,720.8053121343255,1379.2657911777496,,,
359,0.03247411549091339,98.984375,720.8644866943359,1379.227744229138,,,
379,0.028508344665169716,98.828125,720.907980017364,1379.264560714364,,,
399,0.024822356179356575,99.375,721.048603951931,1380.1691802218556,,,
419,0.040326718240976334,98.359375,721.2410205975175,1380.085564032197,,,
439,0.027059584856033325,99.0625,720.8415988832712,1379.6780668199062,,,
459,0.027935966849327087,98.984375,720.7563795149326,1379.5938903465867,,,
479,0.028521040454506874,99.0625,721.907121874392,1380.7530587539077,,,
499,0.03219883143901825,98.828125,720.7885155454278,1379.858804680407,,,
519,0.033180199563503265,99.140625,721.2394515052438,1382.8178709372878,,,
539,0.03446846827864647,98.984375,720.6730112433434,1379.183790460229,,,
559,0.0257143285125494,99.375,720.7403097301722,1378.9092564955354,,,
579,0.021379349753260612,99.296875,720.963317528367,1381.5153943374753,,,
599,0.02574104443192482,99.296875,720.8214391022921,1381.3585843890905,,,
619,0.017073966562747955,99.6875,720.5741764977574,1378.8775557652116,,,
639,0.03173091635107994,98.90625,720.7039261236787,1379.2027285322547,,,
659,0.03302793204784393,98.828125,721.0769416764379,1382.1178290992975,,,
679,0.03133414685726166,98.828125,721.226024441421,1382.0816975086927,,,
699,0.03968406096100807,98.90625,720.7211405038834,1379.2388020083308,,,
719,0.03066965378820896,98.984375,720.7195330411196,1379.114575870335,,,
739,0.021212203428149223,99.53125,720.8371113985777,1379.5582104474306,,,
759,0.02712225914001465,99.375,721.8709744513035,1383.3896471187472,,,
779,0.022710299119353294,99.296875,722.4567007273436,1385.042142868042,,,
781,,,,,0.3276331424713135,90.61000061035156,718.154239142017
