training_step,training_loss,training_accuracy,training_runtime_forward_ms,training_runtime_backward_ms,validation_loss,validation_accuracy,validation_runtime_forward_ms
156,0.2082010805606842,94.34713745117188,2874.408764539251,5210.857891400528,,,
313,0.17524559795856476,94.42675018310547,2872.817544800461,5210.185182512186,,,
470,0.1743675023317337,94.98407745361328,2873.028862580752,5209.945269023917,,,
627,0.14178764820098877,95.38216400146484,2873.014293350042,5210.140901552454,,,
784,0.12425798177719116,96.1783447265625,2873.078287240996,5210.479682441919,,,
941,0.11131074279546738,96.89490509033203,2873.035818979049,5209.995975350119,,,
1098,0.1342460662126541,95.78025817871094,2873.052509584624,5210.032686875884,,,
1255,0.1341041624546051,96.1783447265625,2873.055174756961,5210.162876067078,,,
1412,0.14302751421928406,95.30255126953125,2873.082270145796,5209.960694074821,,,
1569,0.11736347526311874,97.05413818359375,2873.0608206835523,5210.03740007995,,,
1726,0.10863123089075089,96.57643127441406,2873.084700577388,5209.974063667142,,,
1883,0.12353609502315521,96.57643127441406,2873.092521005755,5210.250153947788,,,
2040,0.10939110070466995,96.65605163574219,2873.099766386922,5210.073516769394,,,
2197,0.13832922279834747,95.30255126953125,2873.0973476769436,5209.917942192524,,,
2354,0.1214771419763565,96.41719818115234,2873.1451460225567,5210.218542724088,,,
2511,0.11929287761449814,96.1783447265625,2873.107923965925,5210.1263156884415,,,
2668,0.09937573224306107,96.33757781982422,2873.135100124748,5209.88096951679,,,
2825,0.13421092927455902,96.01911163330078,2873.1159536512037,5210.031021338929,,,
2982,0.10774148255586624,96.1783447265625,2873.2339153718794,5210.714720877682,,,
3139,0.1271093636751175,95.70063781738281,2873.238686258626,5210.7189530210135,,,
3296,0.10304759442806244,96.97452545166016,2873.1944353859517,5209.971250859416,,,
3453,0.11105066537857056,96.33757781982422,2873.1587060555153,5209.993327902571,,,
3610,0.09677621722221375,96.97452545166016,2873.307425362669,5210.933207967289,,,
3767,0.10203492641448975,97.13375854492188,2873.2802946191687,5210.728689980735,,,
3924,0.08806125819683075,97.21337890625,2873.2341619528784,5210.507720234288,,,
4081,0.10069888830184937,97.53184509277344,2873.2590315875354,5210.87796589846,,,
4238,0.0831436887383461,96.73567199707031,2873.194171103892,5210.068061591903,,,
4395,0.1039317175745964,97.13375854492188,2873.175209376273,5210.014653623483,,,
4552,0.13685698807239532,95.85987091064453,2873.1936114324126,5209.988266371997,,,
4709,0.10031440109014511,97.21337890625,2873.169450813038,5209.948257394847,,,
4866,0.1093146800994873,96.8152847290039,2873.231611362878,5210.236565061626,,,
5023,0.08349346369504929,97.37261199951172,2873.2973791089407,5210.931125530012,,,
5180,0.09994758665561676,96.97452545166016,2873.2687676218666,5210.410936172031,,,
5337,0.0904693529009819,97.61146545410156,2873.2386158814857,5210.161777936919,,,
5494,0.10135690122842789,96.73567199707031,2873.2128006162916,5210.143130011619,,,
5651,0.10553385317325592,96.57643127441406,2873.2222115775203,5210.305586552165,,,
5808,0.09878365695476532,96.49681854248047,2873.281527832625,5210.469313250605,,,
5965,0.08462954312562943,97.2929916381836,2873.164075622513,5210.199251604878,,,
6122,0.07890285551548004,98.00955200195312,2873.3301563010473,5210.779903088785,,,
6249,,,,,0.10725238919258118,96.38999938964844,2870.7145085781813
