training_step,training_loss,training_accuracy,training_runtime_forward_ms,training_runtime_backward_ms,validation_loss,validation_accuracy,validation_runtime_forward_ms
312,0.20827612280845642,93.37060546875,2568.0799679681895,4377.5953714506695,,,
625,0.14508554339408875,94.96804809570312,2563.701365321589,4377.6056750204425,,,
938,0.11159525066614151,96.24600219726562,2563.7158866697987,4377.644213541343,,,
1251,0.1380792111158371,94.88817596435547,2563.6968770370886,4377.672258169411,,,
1564,0.12330556660890579,95.76676940917969,2563.6672667516305,4377.550347961081,,,
1877,0.11591264605522156,96.56549072265625,2563.6733188963353,4377.580189250243,,,
2190,0.10746779292821884,96.4856185913086,2563.665213081212,4377.545031829002,,,
2503,0.0968833938241005,96.4856185913086,2563.702030410877,4377.557766430389,,,
2816,0.11081161350011826,96.56549072265625,2563.671042363103,4377.550303436125,,,
3129,0.1201658844947815,96.00638580322266,2563.324164634886,4376.798682474195,,,
3442,0.12165029346942902,96.24600219726562,2563.727888591088,4377.5995715191,,,
3755,0.12288124114274979,96.24600219726562,2563.9392720124783,4378.117286811431,,,
4068,0.08905340731143951,97.28433990478516,2563.6926543193695,4377.404982539507,,,
4381,0.09379243850708008,96.6453628540039,2563.66531012919,4377.3859498885495,,,
4694,0.08294018357992172,96.80510711669922,2563.691010050023,4377.6039796086925,,,
5007,0.09895756095647812,96.4856185913086,2563.676611338846,4377.573669218598,,,
5320,0.09553319215774536,96.6453628540039,2563.7007431743054,4377.525605106602,,,
5633,0.09428782761096954,96.4856185913086,2563.692845392246,4377.620578966677,,,
5946,0.08022654801607132,97.52395629882812,2563.6739159544436,4377.587567300747,,,
6259,0.08828739821910858,97.12459564208984,2563.706750377489,4377.587501768963,,,
6572,0.11305486410856247,95.76676940917969,2563.7053722343126,4377.604637318812,,,
6885,0.06758620589971542,97.84345245361328,2563.682988643075,4377.629464331526,,,
7198,0.09849098324775696,96.4856185913086,2563.671227211293,4377.562853391654,,,
7511,0.07670486718416214,97.12459564208984,2563.6593606501533,4377.525831075808,,,
7824,0.07490447163581848,97.60382843017578,2563.658825791301,4377.516853209501,,,
8137,0.08613336086273193,97.28433990478516,2563.6702565767896,4377.5394291471175,,,
8450,0.0983717143535614,96.40574645996094,2563.7031378813635,4377.621673297483,,,
8763,0.09565386176109314,97.04472351074219,2563.6904160507,4377.436690639478,,,
9076,0.06685981899499893,97.68370056152344,2563.660862703864,4377.3780451914945,,,
9389,0.07682383805513382,97.2044677734375,2563.690624928798,4377.527742447278,,,
9702,0.07381978631019592,97.12459564208984,2563.6753823501044,4377.430239448342,,,
10015,0.07104130834341049,97.36421203613281,2563.668440706052,4377.38281775254,,,
10328,0.09015408158302307,96.96485137939453,2563.662002964046,4377.365842687722,,,
10641,0.05589723214507103,98.40255737304688,2563.663192652761,4377.366734995914,,,
10954,0.06894049048423767,97.36421203613281,2563.6663062813373,4377.374714055953,,,
11267,0.08030436933040619,97.36421203613281,2563.6674622044015,4377.45648870072,,,
11580,0.09321405738592148,97.36421203613281,2563.6633471392406,4377.35626651361,,,
11893,0.07045943289995193,98.1629409790039,2563.7064214450675,4377.539936096047,,,
12206,0.07705121487379074,97.12459564208984,2563.7067247884343,4377.6077490668895,,,
12499,,,,,0.23592360317707062,93.36000061035156,2562.9384690105917
